company_name,tax_code,vsic_4digit,vsic_division,address,province,founded_year,source_url,listing_url,retrieved_at
KHÁCH SẠN HÒA BÌNH - CHI NHÁNH CÔNG TY CỔ PHẦN XÂY DỰNG VÀ DỊCH VỤ 369,0101164727-001,1010,10,"Số 279, Khối Hòa Bắc, Thị trấn Thạch Giám, Huyện Tương Dương, Tỉnh Nghệ An, Việt Nam",Nghệ An,,https://www.masothue.com/0101164727-001-khach-san-hoa-binh-chi-nhanh-cong-ty-co-phan-xay-dung-va-dich-vu-369,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CHI NHÁNH CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI KIÊN HÙNG,0101552800-003,1010,10,"Lô C4-1, C4-3, C4-4, Khu công nghiệp Hòa Xá, Xã Lộc Hoà, Thành phố Nam Định, Tỉnh Nam Định, Việt Nam",Nam Định,,https://www.masothue.com/0101552800-003-chi-nhanh-cong-ty-co-phan-san-xuat-va-thuong-mai-kien-hung,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ ANH QUÂN TẠI HẢI DƯƠNG,0103472639-002,1010,10,"Cụm công nghiệp Ba Hàng, Phường Ái Quốc, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam",Hải Dương,,https://www.masothue.com/0103472639-002-chi-nhanh-cong-ty-tnhh-thuong-mai-quoc-te-anh-quan-tai-hai-duong,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=4,2026-08-24T09:02:30Z
CÔNG TY TNHH THƯƠNG MẠI & XUẤT NHẬP KHẨU NHẤT LÂM,0104076740,1010,10,"Lô H18-H19, ngõ 68 Trung Kính, Phường Yên Hòa, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0104076740-cong-ty-tnhh-thuong-mai-xuat-nhap-khau-nhat-lam,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=5,2026-08-24T09:02:31Z
CHI NHÁNH 2 - CÔNG TY CỔ PHẦN DINH DƯỠNG NUTRICARE,0104937284-004,1010,10,"Lô V.11 và V.12, Khu Công Nghiệp Thuận Thành 3, Xã Thanh Khương, Huyện Thuận Thành, Tỉnh Bắc Ninh, Việt Nam",Bắc Ninh,,https://www.masothue.com/0104937284-004-chi-nhanh-2-cong-ty-co-phan-dinh-duong-nutricare,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=5,2026-08-24T09:02:31Z
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ RDOQ VIỆT NAM,0105196007,1010,10,"Xóm 2 thôn Phú Đô, Xã Mễ Trì, Huyện Từ Liêm, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0105196007-cong-ty-tnhh-thuong-mai-va-dich-vu-rdoq-viet-nam,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ ĐẦU TƯ XÂY DỰNG ĐỨC THÁI,0105365865,1010,10,"Số 5, phố Vũ Lợi, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0105365865-cong-ty-co-phan-thuong-mai-va-dau-tu-xay-dung-duc-thai,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CÔNG TY TNHH KINH DOANH VÀ PHÁT TRIỂN QUANG MINH,0105906553,1010,10,"Số 4, ngõ 159 phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0105906553-cong-ty-tnhh-kinh-doanh-va-phat-trien-quang-minh,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CÔNG TY TNHH THỰC PHẨM SƠN HÀ,0106069682,1010,10,"Số 5, ngách 207/91 đường Xuân Đỉnh, Xã Xuân Đỉnh, Huyện Từ Liêm, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0106069682-cong-ty-tnhh-thuc-pham-son-ha,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=5,2026-08-24T09:02:31Z
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI THANH HÙNG,0106149881,1010,10,"số 14 Mạc Thị Bưởi, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0106149881-cong-ty-co-phan-xuat-nhap-khau-thuong-mai-thanh-hung,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=4,2026-08-24T09:02:30Z
CHI NHÁNH THỊT CHUA NGHỊ THỊNH HIỆU LƯU LINH-CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG NIMAX VIỆT NAM,0106194161-001,1010,10,"Số 126, phố Phú Gia, Thị Trấn Thanh Sơn, Huyện Thanh Sơn, Tỉnh Phú Thọ, Việt Nam",Phú Thọ,,https://www.masothue.com/0106194161-001-chi-nhanh-thit-chua-nghi-thinh-hieu-luu-linh-cong-ty-tnhh-dau-tu-xay-dung-nimax-viet-nam,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=4,2026-08-24T09:02:30Z
CÔNG TY TNHH ĐẦU TƯ SUMOFOOD VIỆT NAM,0106250747,1010,10,"Số nhà 302 đường K1B Cầu Diễn, Thị Trấn Cầu Diễn, Huyện Từ Liêm, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0106250747-cong-ty-tnhh-dau-tu-sumofood-viet-nam,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CÔNG TY TNHH DỊCH VỤ VÀ KINH DOANH THƯƠNG MẠI HỢP THÀNH,0106898305,1010,10,"Thôn Nghĩa Vũ, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0106898305-cong-ty-tnhh-dich-vu-va-kinh-doanh-thuong-mai-hop-thanh,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=2,2026-08-24T09:02:27Z
"CÔNG TY CỔ PHẦN TƯ VẤN, XÂY DỰNG, THƯƠNG MẠI VÀ CHẾ BIẾN THỰC PHẨM THỤY HƯƠNG",0107066638,1010,10,"thôn Trung Tiến, Xã Thụy Hương, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0107066638-cong-ty-co-phan-tu-van-xay-dung-thuong-mai-va-che-bien-thuc-pham-thuy-huong,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=2,2026-08-24T09:02:27Z
CÔNG TY TNHH VFD VINA,0107165501,1010,10,"Khu Đồng Cừ, thôn Văn Giáp, Xã Văn Bình, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0107165501-cong-ty-tnhh-vfd-vina,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CÔNG TY CP CHẾ BIẾN VÀ THƯƠNG MẠI THỰC PHẨM THUẬN PHÁT,0107740399,1010,10,"Thôn Mỹ, Xã Cự Khê, Huyện Thanh Oai, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0107740399-cong-ty-cp-che-bien-va-thuong-mai-thuc-pham-thuan-phat,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=5,2026-08-24T09:02:31Z
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI BÁCH AN,0107866095,1010,10,"Số nhà 46, tổ 6, khu Xuân Hà, Thị Trấn Xuân Mai, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0107866095-cong-ty-tnhh-san-xuat-va-thuong-mai-bach-an,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=2,2026-08-24T09:02:27Z
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI & DỊCH VỤ RUVINA,0108241931,1010,10,"Số 7, ngách 10, ngõ 95 phố Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0108241931-cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-ruvina,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CÔNG TY TNHH PHÁT TRIỂN TP QUANG TRƯỜNG - CHI NHÁNH 01SL,0111453157-005,1010,10,"Số nhà 10B, đường Hai Bà Trưng, tổ 3, Phường Tô Hiệu, Tỉnh Sơn La, Việt Nam",Sơn La,,https://www.masothue.com/0111453157-005-cong-ty-tnhh-phat-trien-tp-quang-truong-chi-nhanh-01sl,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CÔNG TY TNHH PHÁT TRIỂN TP QUANG TRƯỜNG - CHI NHÁNH 02SL,0111453157-006,1010,10,"Số nhà 245, Tiểu Khu 4, Xã Mường La, Tỉnh Sơn La, Việt Nam",Sơn La,,https://www.masothue.com/0111453157-006-cong-ty-tnhh-phat-trien-tp-quang-truong-chi-nhanh-02sl,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CÔNG TY TNHH NGUYỄN HIỀN 82 - CHI NHÁNH ĐN02,0111461775-004,1010,10,"573 Trần Cao Vân, Phường Thanh Khê, Thành phố Đà Nẵng, Việt Nam",Đà Nẵng,,https://www.masothue.com/0111461775-004-cong-ty-tnhh-nguyen-hien-82-chi-nhanh-dn02,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=2,2026-08-24T09:02:27Z
CÔNG TY TNHH TMDV ÁNH FOODS - CHI NHÁNH 279,0111469100-015,1010,10,"279 Đường Hợp Đức, Phường Nam Đồ Sơn, Thành phố Hải Phòng, Việt Nam",Hải Phòng,,https://www.masothue.com/0111469100-015-cong-ty-tnhh-tmdv-anh-foods-chi-nhanh-279,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=5,2026-08-24T09:02:31Z
CÔNG TY TNHH TMDV ÁNH FOODS - CHI NHÁNH QN3,0111469100-031,1010,10,"Số 47, Tổ 2, Khu Trới 7, Phường Hoành Bồ, Tỉnh Quảng Ninh, Việt Nam",Quảng Ninh,,https://www.masothue.com/0111469100-031-cong-ty-tnhh-tmdv-anh-foods-chi-nhanh-qn3,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CÔNG TY TNHH TMDV ÁNH FOODS - CHI NHÁNH QN9,0111469100-046,1010,10,"Số 302 Đường Hùng Vương, Khu Ka Long, Phường Móng Cái 2, Tỉnh Quảng Ninh, Việt Nam",Quảng Ninh,,https://www.masothue.com/0111469100-046-cong-ty-tnhh-tmdv-anh-foods-chi-nhanh-qn9,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=5,2026-08-24T09:02:31Z
CÔNG TY TNHH TMDV ÁNH FOODS - CHI NHÁNH QN2,0111469100-049,1010,10,"C4-17 KDT Cienco 5, Tổ 18, Khu 7, Phường Cao Xanh, Tỉnh Quảng Ninh, Việt Nam",Quảng Ninh,,https://www.masothue.com/0111469100-049-cong-ty-tnhh-tmdv-anh-foods-chi-nhanh-qn2,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CHI NHÁNH CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG,0200344752-001,1010,10,"Km 10, Thôn Đanh, Xã Dương Xá, Huyện Gia Lâm, Thành phố Hà Nội, Việt Nam",Hà Nội,,https://www.masothue.com/0200344752-001-chi-nhanh-cong-ty-co-phan-do-hop-ha-long,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM XANH VINH PHÁT,0200580911,1010,10,"Đường cụm công nghiệp, Tổ Lê Duẩn, Phường Kiến An, Thành phố Hải Phòng, Việt Nam",Hải Phòng,,https://www.masothue.com/0200580911-cong-ty-co-phan-che-bien-thuc-pham-xanh-vinh-phat,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=5,2026-08-24T09:02:31Z
CÔNG TY TNHH THƯƠNG MẠI VIỄN ĐẠI,0201197927,1010,10,"Số 378 Nguyễn Văn Linh, Khu Quán Sỏi, Phường Dư Hàng Kênh, Quận Lê Chân, Thành phố Hải Phòng, Việt Nam",Hải Phòng,,https://www.masothue.com/0201197927-cong-ty-tnhh-thuong-mai-vien-dai,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CHI NHÁNH CÔNG TY CỔ PHẦN SÀI GÒN LƯƠNG THỰC TẠI SA ĐÉC,0300606715-007,1010,10,"Số 9/6, Tỉnh lộ 852, Ấp Tân Thành, Xã Tân Quy Tây, Thành phố Sa Đéc, Tỉnh Đồng Tháp, Việt Nam",Đồng Tháp,,https://www.masothue.com/0300606715-007-chi-nhanh-cong-ty-co-phan-sai-gon-luong-thuc-tai-sa-dec,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CHI NHÁNH CÔNG TY TNHH PHẠM TÔN TẠI TRUNG TÂM GIẾT MỔ GIA CẦM AN NHƠN,0304152188-003,1010,10,"139/1558 Lê Đức Thọ, Phường 13, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0304152188-003-chi-nhanh-cong-ty-tnhh-pham-ton-tai-trung-tam-giet-mo-gia-cam-an-nhon,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=4,2026-08-24T09:02:30Z
CHI NHÁNH CÔNG TY CỔ PHẦN BA HUÂN - NHÀ MÁY THỰC PHẨM BA HUÂN LONG AN,0304244470-008,1010,10,"Ấp Bình Tiền 2, Xã Đức Hòa Hạ, Huyện Đức Hoà, Tỉnh Long An, Việt Nam",Long An,,https://www.masothue.com/0304244470-008-chi-nhanh-cong-ty-co-phan-ba-huan-nha-may-thuc-pham-ba-huan-long-an,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=4,2026-08-24T09:02:30Z
CHI NHÁNH CÔNG TY TNHH THỰC PHẨM MẠNH THẮNG,0304531098-001,1010,10,"Số 139/1558 Lê Đức Thọ, Phường 13, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0304531098-001-chi-nhanh-cong-ty-tnhh-thuc-pham-manh-thang,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=4,2026-08-24T09:02:30Z
CHI NHÁNH CÔNG TY TNHH THỰC PHẨM MẠNH THẮNG,0304531098-002,1010,10,"116/2B Đường Tô Ký, Khu phố 2, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0304531098-002-chi-nhanh-cong-ty-tnhh-thuc-pham-manh-thang,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CÔNG TY TNHH SAN HÀ - CHI NHÁNH LONG AN,0305755968-001,1010,10,"Ấp 1B Thanh Phú, Xã Bến Lức, Tỉnh Tây Ninh, Việt Nam",Tây Ninh,,https://www.masothue.com/0305755968-001-cong-ty-tnhh-san-ha-chi-nhanh-long-an,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=4,2026-08-24T09:02:30Z
CHI NHÁNH CÔNG TY TNHH XUẤT NHẬP KHẨU SẢN XUẤT THƯƠNG MẠI CHUNG MAI,0306043498-001,1010,10,"127 Đường Nguyễn Thị Định, Khu Phố 1, Phường An Phú, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0306043498-001-chi-nhanh-cong-ty-tnhh-xuat-nhap-khau-san-xuat-thuong-mai-chung-mai,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=2,2026-08-24T09:02:27Z
CHI NHÁNH CÔNG TY CỔ PHẦN THỰC PHẨM ĐÔNG NAM Á,0308808103-001,1010,10,"194/27 Nguyễn Văn Tăng, Phường Long Bình, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0308808103-001-chi-nhanh-cong-ty-co-phan-thuc-pham-dong-nam-a,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT THƯƠNG MẠI THỰC PHẨM HƯNG PHÁT,0309129626-001,1010,10,"442/4A Nguyễn Xiển, Khu phố Gò Công, Phường Long Thạnh Mỹ, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0309129626-001-chi-nhanh-cong-ty-tnhh-mot-thanh-vien-san-xuat-thuong-mai-thuc-pham-hung-phat,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=4,2026-08-24T09:02:30Z
CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT THỰC PHẨM NHẬT NAM - XƯỞNG SẢN XUẤT,0309438342-001,1010,10,"2A ấp 3, Bùi Công Trừng, Xã Nhị Bình, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0309438342-001-chi-nhanh-cong-ty-tnhh-thuong-mai-san-xuat-thuc-pham-nhat-nam-xuong-san-xuat,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CÔNG TY CỔ PHẦN THỰC PHẨM TRANG HÀ ANH,0310294688,1010,10,"Số 6 đường D10, Phường Tây Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0310294688-cong-ty-co-phan-thuc-pham-trang-ha-anh,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
DOANH NGHIỆP TƯ NHÂN THƯƠNG MẠI XUÂN HÒA VI NA,0310650135,1010,10,"58/10B Đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0310650135-doanh-nghiep-tu-nhan-thuong-mai-xuan-hoa-vi-na,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=4,2026-08-24T09:02:30Z
CÔNG TY TNHH THƯƠNG MẠI CHẾ BIẾN THỰC PHẨM NAM HỒNG,0311324198,1010,10,"19/3C Đường Huỳnh Thị Nhỏ, Xã Bà Điểm, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0311324198-cong-ty-tnhh-thuong-mai-che-bien-thuc-pham-nam-hong,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ THỰC PHẨM KỸ NGHỆ TRUNG NAM,0311452915,1010,10,"B6/6C Ấp 2, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0311452915-cong-ty-tnhh-mot-thanh-vien-san-xuat-thuong-mai-dich-vu-thuc-pham-ky-nghe-trung-nam,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=5,2026-08-24T09:02:31Z
CHI NHÁNH TÂN BÌNH 2 - CÔNG TY CỔ PHẦN THỰC PHẨM TỐT,0312159363-004,1010,10,"14 Đường 15, Khu Phố 06, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0312159363-004-chi-nhanh-tan-binh-2-cong-ty-co-phan-thuc-pham-tot,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CHI NHÁNH THỦ ĐỨC - CÔNG TY CỔ PHẦN THỰC PHẨM TỐT,0312159363-006,1010,10,"14 Đường 15, Khu phố 06, Phường Hiệp Bình Chánh, Quận Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0312159363-006-chi-nhanh-thu-duc-cong-ty-co-phan-thuc-pham-tot,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
DOANH NGHIỆP TƯ NHÂN THƯƠNG MẠI DỊCH VỤ HIẾU HÂN,0312358432,1010,10,"Số 13/1L Tổ 56, Ấp Trung Đông, Xã Thới Tam Thôn, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0312358432-doanh-nghiep-tu-nhan-thuong-mai-dich-vu-hieu-han,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CÔNG TY TNHH S J FOODRO,0312421606,1010,10,"Số 342/31 Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0312421606-cong-ty-tnhh-s-j-foodro,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=3,2026-08-24T09:02:28Z
CÔNG TY TNHH THƯƠNG MẠI VINH THUẬN,0312448164,1010,10,"G7/55A Ấp 7, Xã Lê Minh Xuân, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0312448164-cong-ty-tnhh-thuong-mai-vinh-thuan,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CÔNG TY TNHH MỘT THÀNH VIÊN THỰC PHẨM HẢI MINH,0312585026,1010,10,"70 Đường số 4, Phường Bình Hưng Hòa A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0312585026-cong-ty-tnhh-mot-thanh-vien-thuc-pham-hai-minh,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=2,2026-08-24T09:02:27Z
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ AN KHÁNH FOOD,0312761024,1010,10,"49/23A Đường 18, Khu phố 5, Phường Linh Trung, Quận Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0312761024-cong-ty-tnhh-thuong-mai-va-dich-vu-an-khanh-food,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010,2026-08-24T09:02:25Z
CÔNG TY TNHH NEM ĐỨC THỊNH,0313063960,1010,10,"262/63 Phan Anh, Phường Hiệp Tân, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0313063960-cong-ty-tnhh-nem-duc-thinh,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=2,2026-08-24T09:02:27Z
CÔNG TY TNHH CHẾ BIẾN THỰC PHẨM VĂN THIẾT,0313124451,1010,10,"67B-67C Nguyễn Thị Búp, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,,https://www.masothue.com/0313124451-cong-ty-tnhh-che-bien-thuc-pham-van-thiet,https://www.masothue.com/tra-cuu-ma-so-thue-theo-nganh-nghe/che-bien-bao-quan-thit-va-cac-san-pham-tu-thit-1010?page=2,2026-08-24T09:02:27Z
